index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology,batch
176723,negative,1,1,1,0,0,1,0,0,6
176729,negative,1,1,0,0,0,0,0,0,6
176775,positive,4,0,1,1,1,1,1,1,6
176778,positive,4,0,1,0,0,1,0,1,6
176790,negative,1,1,1,0,1,1,0,0,6
176802,negative,2,1,0,0,0,0,0,1,6
176830,neutral,3,0,1,1,1,1,1,1,6
176835,positive,4,1,1,1,1,1,0,1,6
176908,positive,4,1,1,1,1,1,0,1,6
176914,positive,5,1,1,0,1,0,1,0,6
176921,negative,1,0,0,0,0,0,0,0,6
176930,positive,4,1,1,1,1,1,0,0,6
176968,positive,4,1,1,1,1,0,1,0,6
176990,positive,5,1,1,1,1,1,1,0,6
177015,negative,1,1,0,0,0,0,0,0,6
177020,positive,5,1,0,0,0,0,1,0,6
177026,positive,5,1,0,0,0,0,0,0,6
177083,neutral,3,0,1,0,1,1,0,1,6
177094,positive,5,1,1,1,1,0,1,0,6
177162,positive,5,1,1,1,1,1,1,0,6
177175,positive,5,1,1,1,1,0,0,0,6
177196,positive,5,1,1,1,1,1,0,0,6
177326,neutral,3,0,1,1,0,1,1,0,6
177335,positive,4,1,1,1,1,1,1,1,6
177354,positive,5,1,1,1,1,1,1,0,6
177418,negative,2,1,0,0,0,0,0,0,6
177451,negative,1,1,0,0,0,0,0,0,6
177479,negative,1,1,0,0,0,1,0,1,6
177483,positive,5,1,1,1,1,1,1,1,6
177528,positive,4,1,1,1,0,0,0,0,6
177543,negative,2,1,0,1,0,1,1,0,6
177553,positive,4,1,1,1,1,1,1,0,6
177641,positive,5,1,1,1,1,1,1,1,6
177649,negative,1,0,0,0,0,0,0,1,6
177656,positive,4,1,1,1,0,0,1,0,6
177658,positive,5,1,1,1,1,1,1,1,6
177726,positive,5,1,1,1,1,0,1,0,6
177737,positive,5,1,1,1,0,1,1,0,6
177739,positive,4,1,1,1,0,1,1,0,6
177758,negative,2,1,0,1,0,1,0,0,6
177788,positive,5,1,1,1,1,0,1,0,6
177840,negative,2,0,1,1,0,0,1,0,6
177858,positive,5,0,0,0,0,0,1,0,6
177871,positive,4,0,1,1,0,1,1,0,6
177894,negative,2,0,0,0,1,1,1,0,6
177896,positive,4,0,1,1,0,1,1,0,6
177950,positive,4.5,1,1,1,0,1,1,0,6
177980,neutral,3,1,1,1,1,1,0,0,6
177981,positive,5,1,1,1,1,1,1,0,6
177986,negative,2,0,0,1,0,0,1,0,6
178044,positive,5,1,1,1,1,1,1,1,6
178063,neutral,3,0,0,0,0,0,0,0,6
178087,negative,1,1,0,1,0,1,0,0,6
55,positive,5,0,1,0,0,0,0,0,7
87,positive,5,0,0,1,0,0,0,0,7
125,positive,5,1,1,1,1,0,1,0,7
174,positive,5,1,0,0,0,0,1,0,7
213,positive,5,1,0,1,1,0,1,0,7
309,positive,5,0,1,1,1,1,1,1,7
341,positive,4.5,1,1,1,1,1,1,1,7
343,positive,5,1,0,1,0,0,0,0,7
349,negative,1,0,0,0,0,0,0,1,7
372,positive,4,1,1,1,0,0,1,0,7
383,positive,5,1,1,1,1,1,1,0,7
399,positive,5,0,0,1,0,0,0,0,7
441,positive,5,0,0,1,0,0,0,0,7
461,positive,4,1,0,1,1,1,1,0,7
574,positive,5,1,1,1,0,1,1,0,7
583,negative,2,1,0,1,1,1,0,0,7
614,positive,4,1,1,1,0,0,1,0,7
632,negative,2,0,0,1,1,1,0,0,7
652,negative,1,1,0,0,0,0,0,0,7
653,positive,5,0,0,0,0,0,1,0,7
716,negative,1,1,0,0,0,0,0,0,7
730,negative,1,1,0,0,0,0,0,1,7
787,neutral,3,1,0,0,0,0,1,0,7
815,negative,1,1,0,0,1,1,1,0,7
885,positive,4,1,0,0,0,0,0,0,7
891,positive,5,1,0,1,0,0,0,0,7
910,positive,4,0,1,1,1,1,0,0,7
934,positive,5,0,0,1,1,1,0,0,7
940,positive,5,1,0,1,1,1,1,1,7
991,negative,1,0,0,0,0,0,0,0,7
1009,positive,5,1,0,0,1,1,1,0,7
1026,positive,5,0,0,1,1,0,1,0,7
1042,neutral,3,1,0,1,0,1,0,0,7
1175,positive,5,1,0,0,0,1,0,0,7
1186,negative,1,0,0,0,0,0,0,0,7
1207,positive,4,0,0,1,0,0,0,0,7
1208,negative,1,1,0,0,0,0,0,0,7
1264,negative,1,1,0,0,0,1,0,0,7
1280,positive,5,1,0,1,1,1,1,1,7
1284,positive,4,0,0,1,1,1,1,1,7
1424,positive,4,1,0,0,0,0,1,0,7
1467,negative,1,0,0,0,0,1,1,0,7
1499,positive,5,0,0,1,0,0,0,0,7
1544,positive,4,0,1,0,1,1,0,0,7
1613,negative,1,0,0,0,0,0,0,0,7
1636,positive,4,1,1,0,1,0,0,0,7
1659,positive,5,1,1,0,1,1,0,0,7
1680,positive,5,0,0,1,1,0,0,0,7
1687,positive,5,1,1,1,1,1,1,0,7
1689,positive,4,1,0,0,1,0,0,0,7
1757,negative,1,0,0,0,0,0,0,0,7
1864,positive,5,1,1,1,1,1,0,1,7
1884,negative,1,1,0,0,0,0,0,0,7
1934,positive,5,1,1,1,1,0,0,0,7
1944,positive,5,1,0,0,0,0,0,0,7
1957,positive,5,1,1,1,1,1,1,0,7
1975,positive,5,1,1,0,1,0,0,0,7
2060,positive,4,1,1,1,1,1,1,0,7
2091,negative,1,1,0,0,0,0,0,0,7
2137,positive,4,1,0,0,0,0,0,0,7
2206,negative,1,1,0,0,0,0,0,0,7
2215,negative,1,1,0,0,0,0,0,0,7
2218,positive,4,0,0,1,0,0,0,0,7
2231,negative,1,1,0,0,0,0,0,0,7
2243,negative,2,0,0,1,1,1,0,0,7
2251,positive,4,0,0,1,0,1,0,0,7
2281,negative,1,1,0,0,0,0,0,0,7
2296,neutral,3,0,1,0,0,1,0,0,7
2308,positive,4,0,0,1,1,0,0,0,7
2339,negative,2,1,0,0,1,0,0,0,7
2343,positive,4,1,0,1,0,0,1,0,7
2347,positive,4,1,1,1,1,0,1,0,7
2359,neutral,3,0,0,1,0,1,1,0,7
2361,negative,1,1,0,0,0,0,0,0,7
2371,neutral,3,1,0,1,1,1,1,0,7
2454,negative,1,1,0,0,0,0,0,0,7
2468,positive,4,1,0,0,0,0,0,0,7
2487,positive,5,1,0,0,0,0,0,0,7
2498,negative,1,1,0,0,1,1,0,0,7
2514,positive,4,1,0,0,0,1,0,0,7
2586,positive,4,1,0,1,1,1,1,0,7
2596,negative,2,0,0,0,0,1,1,0,7
2625,positive,5,0,0,0,0,0,0,0,7
2747,positive,4,1,0,0,1,0,0,0,7
2776,positive,4,1,1,1,1,0,1,0,7
2817,negative,1,1,0,0,0,0,0,0,7
2828,positive,4,1,0,0,0,0,1,0,7
2870,negative,1,0,0,0,0,0,0,0,7
2985,positive,4,1,1,1,1,0,1,0,7
3028,positive,4,1,1,1,1,0,1,0,7
3054,positive,5,1,1,1,1,0,1,0,7
3068,negative,1,1,0,0,0,0,0,0,7
3101,positive,4,0,1,1,1,0,0,0,7
3122,positive,5,1,1,1,1,0,0,0,7
3128,positive,5,1,1,1,0,0,0,0,7
3138,negative,1,1,0,0,0,0,0,0,7
3184,positive,5,0,0,1,0,0,0,0,7
3211,positive,5,1,1,1,0,0,0,0,7
3221,positive,5,1,1,1,0,0,1,0,7
3266,positive,5,1,0,1,1,0,1,0,7
3324,neutral,3,0,1,1,0,0,1,0,7
3344,positive,4,0,0,0,1,1,1,0,7
3351,positive,5,0,1,1,1,0,1,0,7
3361,negative,1,1,1,1,1,1,1,1,7
3372,positive,4,1,1,1,1,1,1,1,7
3406,positive,5,0,0,1,0,0,1,0,7
3487,positive,5,1,1,1,1,1,1,0,7
3519,positive,4,1,1,1,0,1,1,0,7
3524,positive,5,0,0,1,0,0,0,0,7
3587,positive,4,0,0,1,0,0,0,0,7
3626,positive,4,0,0,1,0,0,0,0,7
3636,positive,5,0,0,1,1,1,0,1,7
3761,positive,5,1,1,1,1,1,1,0,7
3786,negative,2,1,1,1,1,0,1,0,7
3821,negative,1,1,0,0,0,1,0,0,7
3835,negative,1,1,0,0,0,0,0,0,7
3908,negative,1,1,0,0,0,0,0,0,7
3917,neutral,3,0,1,1,0,0,0,0,7
3924,negative,1,1,0,0,0,0,0,0,7
3966,positive,4,1,0,0,0,0,0,0,7
3973,positive,4,1,0,0,0,0,0,0,7
3983,positive,4,1,1,1,0,1,1,0,7
3985,positive,5,0,0,1,0,0,0,0,7
4006,positive,4.5,1,0,0,0,0,1,0,7
4018,positive,5,1,1,1,0,0,1,0,7
4019,neutral,3,1,1,1,1,1,0,0,7
4023,positive,5,1,1,1,0,0,0,0,7
4035,negative,1,0,0,0,0,0,1,0,7
4083,negative,1,1,0,0,0,0,1,0,7
4106,negative,1,1,0,0,0,0,0,1,7
4138,negative,1,1,0,0,0,0,0,0,7
4140,positive,4,0,0,1,0,0,0,0,7
4165,positive,4,0,1,1,1,1,0,1,7
4179,positive,5,1,1,1,1,1,0,0,7
4209,positive,5,0,1,1,1,1,0,0,7
4282,negative,1,1,0,1,0,0,0,0,7
4331,positive,4,1,1,1,1,1,1,1,7
4340,neutral,3,1,0,0,0,0,1,0,7
4353,positive,4,1,0,1,1,1,1,0,7
4360,positive,5,0,0,1,0,0,0,0,7
4386,positive,5,0,0,0,0,0,0,0,7
4471,negative,1,1,0,0,0,0,1,0,7
4490,positive,4,1,1,1,1,1,0,0,7
4495,negative,1,0,0,1,0,0,0,0,7
4510,positive,4,0,0,1,0,0,1,0,7
4545,positive,5,1,0,0,0,0,0,0,7
4555,positive,5,0,1,1,1,1,1,0,7
4579,positive,5,0,1,1,0,0,0,0,7
4585,positive,4,0,1,1,1,1,0,0,7
4597,positive,5,1,1,1,1,1,0,0,7
4608,positive,4,1,1,1,1,1,1,0,7
4614,positive,5,0,0,1,0,0,0,0,7
4628,negative,2,1,0,0,0,0,0,0,7
4692,positive,5,1,1,1,0,0,0,0,7
4697,positive,4,1,1,1,0,0,0,0,7
4709,negative,1,1,0,0,0,0,0,1,7
4724,positive,4,0,1,1,1,1,0,1,7
4757,positive,4,1,1,1,1,1,1,0,7
4761,positive,4,1,1,0,1,0,0,0,7
4767,neutral,3,0,0,0,0,0,0,0,7
4839,positive,4,1,1,1,1,1,1,0,7
4844,positive,4,1,1,1,1,1,1,0,7
4855,positive,5,1,0,0,0,0,0,0,7
4865,positive,5,1,0,0,0,0,0,0,7
4874,positive,5,1,1,1,1,1,1,0,7
4875,positive,4,1,0,0,0,0,0,0,7
4905,positive,5,1,1,0,0,0,0,0,7
4935,neutral,3,0,0,0,0,0,0,0,7
4952,positive,4,1,1,1,1,1,1,0,7
4959,positive,5,1,1,1,1,1,0,0,7
4979,positive,5,1,1,1,1,1,1,0,7
4983,positive,5,1,1,1,1,1,0,0,7
4990,positive,4,1,1,1,1,1,0,0,7
5024,positive,5,0,0,0,0,0,0,0,7
5025,positive,5,1,1,1,1,1,1,0,7
5032,positive,5,0,1,1,1,1,1,0,7
5138,negative,1,1,1,0,0,0,0,0,7
5181,negative,1,1,0,0,0,0,0,0,7
5212,positive,5,0,0,1,1,0,0,0,7
5259,positive,4,1,1,1,1,1,0,0,7
5274,positive,5,1,0,1,0,0,0,0,7
5310,positive,4,1,1,1,1,0,1,0,7
5317,positive,5,1,1,1,1,1,0,0,7
5379,positive,4,1,1,1,1,1,1,1,7
5419,positive,5,1,0,1,1,0,1,0,7
5436,positive,5,1,0,0,0,0,0,0,7
5470,negative,1,1,0,0,0,0,0,0,7
5520,neutral,3,0,0,0,0,0,0,0,7
5557,negative,1,0,0,0,0,0,1,0,7
5565,positive,4,1,1,1,1,1,0,0,7
5567,positive,4.5,0,0,1,1,1,0,0,7
5569,positive,5,1,1,1,1,1,1,0,7
5611,positive,5,0,1,1,0,0,0,0,7
5666,positive,5,0,0,0,0,0,1,0,7
5695,positive,4,1,1,1,1,1,1,0,7
5707,negative,1,1,1,1,0,0,1,0,7
5708,negative,1,1,0,0,0,0,0,0,7
5718,positive,5,1,1,1,0,0,0,0,7
5732,positive,5,1,1,1,0,0,0,0,7
5763,positive,5,1,1,1,0,0,0,0,7
5784,positive,5,0,0,1,0,0,0,0,7
5806,positive,5,1,1,1,0,1,0,0,7
5810,neutral,3,1,1,0,0,0,1,0,7
5829,negative,1,1,1,0,0,0,0,0,7
5907,positive,5,0,1,0,1,1,0,0,7
5926,negative,1,1,0,1,0,0,0,0,7
5953,negative,1,1,0,0,0,0,0,0,7
5962,negative,1,1,0,0,0,0,0,0,7
6015,positive,4,1,1,1,1,1,1,1,7
6029,positive,4,1,1,1,1,0,1,0,7
6112,positive,5,1,1,1,1,1,1,1,7
6124,positive,4,1,0,1,0,1,1,1,7
6147,negative,1,1,0,1,0,0,1,1,7
6332,negative,1,1,0,0,0,0,0,0,7
6386,positive,5,1,1,1,1,0,0,0,7
6487,negative,1,1,0,0,0,0,0,0,7
6578,positive,4,1,1,1,1,1,0,0,7
6581,positive,4,0,1,1,1,1,1,1,7
6593,positive,4,1,1,1,1,1,1,0,7
6609,positive,4,1,1,1,1,1,1,0,7
6611,negative,1,1,0,0,0,0,0,0,7
6620,negative,2,1,1,0,0,0,0,0,7
6637,positive,4,1,1,1,1,1,1,0,7
6657,positive,5,1,1,0,1,0,1,0,7
6666,neutral,3,1,0,0,0,0,1,0,7
6699,positive,5,1,1,0,1,1,1,0,7
6709,positive,4,0,1,1,0,1,1,1,7
6749,positive,4,1,1,1,1,1,0,0,7
6751,positive,4,1,1,0,0,0,0,0,7
6753,negative,1,1,0,1,0,0,0,0,7
6759,positive,4,0,1,1,1,1,1,1,7
6810,negative,1,1,0,0,0,0,0,1,7
6836,negative,1,1,0,1,1,0,0,0,7
6886,negative,2,1,0,0,1,1,0,0,7
6944,positive,5,1,0,1,0,0,0,0,7
7039,positive,4,1,1,1,1,1,0,0,7
7040,neutral,3,1,0,1,1,1,1,1,7
7090,positive,4,1,0,1,1,0,0,0,7
7114,positive,5,1,0,0,1,1,0,0,7
7143,positive,5,1,0,1,0,0,0,0,7
7220,positive,5,1,0,0,1,0,0,0,7
7235,negative,1,1,0,1,1,0,0,1,7
7247,neutral,3,1,0,0,0,0,0,0,7
7278,positive,4,1,0,1,1,0,0,0,7
7340,positive,5,1,1,1,1,1,0,0,7
7410,positive,5,1,0,1,1,0,0,0,7
7436,negative,1,1,0,0,0,0,0,1,7
7462,positive,4,1,1,1,1,1,1,1,7
7471,negative,2,0,0,1,0,1,0,0,7
7490,negative,3,1,0,1,1,1,0,1,7
7558,positive,5,0,0,0,0,0,0,0,7
7575,negative,1,0,0,0,1,1,0,1,7
7602,negative,1,1,0,0,0,0,0,0,7
7613,positive,5,0,0,1,1,1,0,1,7
7623,positive,5,0,0,1,0,0,0,0,7
7642,negative,2,0,0,0,0,0,0,0,7
7691,positive,4,1,0,1,1,0,0,0,7
7714,positive,4,1,0,1,1,0,1,0,7
7716,positive,5,1,0,1,1,0,1,0,7
7791,positive,5,0,1,1,1,0,0,0,7
7825,positive,4,0,0,1,1,1,1,0,7
7880,positive,5,0,0,0,0,0,0,0,7
7902,positive,4,0,0,1,1,0,0,0,7
7929,positive,5,0,0,1,1,1,0,0,7
7967,positive,5,0,0,1,0,0,0,0,7
8022,positive,5,0,0,1,0,0,0,0,7
8039,positive,5,0,1,1,1,1,1,1,7
8070,positive,5,0,0,1,1,0,1,0,7
8120,negative,1,1,0,0,0,0,0,1,7
8131,positive,5,0,0,1,1,1,0,1,7
8144,positive,5,0,0,1,1,0,0,0,7
8169,positive,5,0,0,1,1,1,1,0,7
8319,negative,1,1,0,0,0,0,0,0,7
8355,negative,1,1,0,0,0,0,1,0,7
8410,positive,4,0,1,1,1,1,1,0,7
8411,positive,5,0,0,1,1,0,0,0,7
8449,positive,4,1,1,1,1,1,1,0,7
8541,negative,1,1,0,0,0,0,0,0,7
8577,positive,4,0,0,1,1,1,1,0,7
8587,negative,1,1,0,0,0,0,0,0,7
8657,positive,4,1,0,1,1,1,1,1,7
8701,neutral,3,0,0,1,1,0,0,0,7
8754,positive,4,1,0,1,0,0,0,0,7
8785,neutral,3,0,0,1,1,1,0,0,7
8799,positive,5,0,1,1,1,1,1,1,7
8808,positive,4,0,0,1,1,1,1,1,7
8869,negative,2,0,0,1,0,0,1,1,7
8878,positive,4,1,1,1,1,0,1,0,7
8939,negative,1,0,0,0,0,0,0,0,7
8964,positive,5,0,0,1,1,0,0,0,7
8979,positive,5,0,0,1,0,0,0,0,7
9015,positive,5,0,0,1,0,0,0,0,7
9038,positive,4.5,0,0,1,1,1,1,1,7
9054,positive,5,0,0,1,1,0,0,0,7
9060,positive,5,0,0,1,1,1,0,0,7
9122,positive,5,0,0,1,1,1,0,1,7
9190,negative,1,0,0,0,0,1,0,1,7
9198,positive,5,0,0,1,0,0,0,0,7
9228,neutral,1,0,0,0,0,0,0,0,7
9294,positive,5,0,0,1,0,0,0,0,7
9323,positive,5,0,0,1,1,1,0,1,7
9324,positive,4,0,0,1,1,1,1,0,7
9337,positive,5,0,0,1,1,1,0,1,7
9361,positive,5,0,0,1,0,0,0,0,7
9396,positive,4,0,1,1,0,0,0,0,7
9402,positive,4,1,1,0,0,0,0,0,7
9461,negative,1,0,0,0,0,0,0,0,7
9509,positive,4,1,0,1,0,1,1,0,7
9510,positive,4,1,0,1,0,0,1,0,7
9529,positive,4,1,0,1,1,1,0,1,7
9538,positive,4,1,0,1,0,0,1,0,7
9539,positive,5,1,0,0,0,0,0,0,7
9569,negative,1,0,0,0,0,1,1,0,7
9588,positive,4,1,0,1,1,1,0,0,7
9692,positive,5,0,0,1,1,1,0,0,7
9739,positive,5,0,0,0,0,0,0,0,7
9783,positive,4,0,0,1,1,0,0,0,7
9821,positive,5,0,0,1,0,0,0,0,7
9822,positive,5,1,0,1,1,1,1,0,7
9862,positive,5,0,1,1,1,0,1,1,7
9968,positive,4,0,0,1,1,1,0,1,7
9978,positive,4,0,0,1,1,1,0,0,7
9979,positive,5,0,0,1,1,1,0,1,7
9989,positive,5,0,0,1,1,1,0,1,7
10095,negative,1,0,0,1,0,0,0,0,7
10118,negative,1,1,0,0,0,0,0,0,7
10181,positive,4,0,0,0,0,0,0,0,7
10206,negative,1,0,0,1,0,1,0,0,7
10231,positive,5,1,0,1,0,0,1,0,7
10236,positive,5,0,0,1,0,0,1,0,7
10244,positive,5,0,0,1,0,0,0,0,7
10245,positive,4,1,0,1,0,0,1,0,7
10262,positive,4,1,0,1,1,0,1,0,7
10323,positive,5,1,0,1,1,0,0,0,7
10344,positive,5,0,0,0,0,0,0,0,7
10402,positive,4,0,0,1,1,1,1,0,7
10417,positive,5,0,0,1,0,0,0,0,7
10440,positive,5,1,0,1,1,1,1,1,7
10450,neutral,3,0,0,1,1,1,1,0,7
10541,positive,4,1,0,1,0,0,1,0,7
10572,negative,1,0,0,0,0,0,1,0,7
10618,negative,1,0,0,0,0,0,0,0,7
10685,negative,2,0,1,0,0,1,1,1,7
10742,positive,5,1,1,0,1,0,1,0,7
10824,positive,5,1,1,0,0,0,1,0,7
10830,positive,4,1,1,1,1,0,1,0,7
10919,positive,4,1,1,1,1,0,0,1,7
10930,positive,4,1,1,1,1,0,0,0,7
11005,negative,1,0,0,0,0,0,0,0,7
11016,negative,1,1,0,0,0,0,0,1,7
11087,positive,4,0,0,1,0,0,0,0,7
11109,neutral,3,0,0,1,0,1,0,0,7
11140,negative,1,0,0,0,0,1,0,0,7
11160,positive,4,1,1,1,1,0,1,0,7
11223,neutral,3,0,0,1,1,0,1,0,7
11228,positive,4,1,1,1,1,1,1,0,7
11247,negative,1,0,0,1,0,0,0,0,7
11254,negative,1,1,0,0,0,0,0,1,7
11256,positive,4,1,1,1,1,1,1,1,7
11312,negative,1,1,0,0,0,0,0,0,7
11338,positive,4,1,1,1,0,0,1,0,7
11339,neutral,3,0,1,0,0,0,1,0,7
11375,negative,1,0,0,0,0,0,1,0,7
11420,positive,4,1,0,1,0,0,1,0,7
11439,positive,4,1,0,1,1,1,1,0,7
11461,positive,5,1,0,1,1,1,1,0,7
11479,positive,5,1,0,1,1,0,0,0,7
11496,negative,1,1,0,0,0,0,0,0,7
11568,negative,1,1,0,0,0,1,0,0,7
11595,positive,5,1,0,0,1,1,0,0,7
11645,negative,1,1,1,0,0,0,0,0,7
11651,positive,4,1,1,1,0,0,1,0,7
11673,negative,1,1,0,0,0,0,0,0,7
11727,positive,4,1,1,1,1,1,1,1,7
11824,positive,4,1,1,1,1,1,1,1,7
11862,positive,4,1,1,1,1,1,1,0,7
11876,positive,4,0,0,1,0,0,0,0,7
11884,positive,5,0,0,1,0,0,0,0,7
11914,positive,4,0,1,1,1,1,1,0,7
11932,negative,1,1,0,0,0,1,0,0,7
11948,positive,4,1,0,1,1,0,1,0,7
11959,positive,4,1,1,1,1,1,1,0,7
12055,positive,4,1,0,0,0,0,0,0,7
12059,positive,4,1,1,1,1,1,1,0,7
12089,positive,4,1,1,1,1,1,1,0,7
12106,negative,1,0,0,0,1,1,0,0,7
12161,negative,1,0,0,0,0,0,0,0,7
12167,negative,1,0,0,0,0,0,0,0,7
12190,negative,1,1,0,0,0,0,0,0,7
12197,negative,1,0,0,0,0,0,0,0,7
12275,negative,1,1,0,1,0,0,0,1,7
12284,negative,1,1,0,1,0,0,0,1,7
12300,positive,4,0,0,1,1,0,0,0,7
12421,positive,5,0,0,1,0,0,0,0,7
12430,negative,2,0,0,1,0,1,0,1,7
12446,positive,4,0,0,1,1,1,0,1,7
12485,negative,1,1,1,1,0,0,0,0,7
12575,positive,4,1,0,1,0,0,0,0,7
12577,negative,1,1,0,0,0,0,0,0,7
12599,negative,2,1,0,1,1,0,1,0,7
12635,positive,5,1,1,1,1,1,1,0,7
12642,positive,4,1,0,1,0,0,0,0,7
12677,negative,1,1,0,0,0,0,0,0,7
12710,negative,1,1,0,0,0,0,1,0,7
12721,negative,1,1,0,0,0,0,1,0,7
12739,positive,5,0,0,1,1,1,1,1,7
12770,positive,4,0,0,1,1,1,1,0,7
12779,positive,5,0,0,1,0,0,1,0,7
12793,positive,5,0,0,1,1,0,1,0,7
12849,positive,5,1,1,1,0,1,1,1,7
12854,positive,5,0,0,1,0,0,1,0,7
12871,positive,4,0,0,1,0,1,0,0,7
12950,positive,4,0,1,1,1,1,0,1,7
12962,positive,4,0,1,1,1,1,0,0,7
13003,positive,5,1,0,1,0,0,1,0,7
13068,negative,2,1,0,0,0,0,0,0,7
13073,positive,3,1,0,1,0,0,0,0,7
13122,positive,5,1,0,1,0,1,0,0,7
13135,positive,4,1,1,1,0,1,1,0,7
13204,positive,5,0,1,1,1,1,1,1,7
13228,negative,1,1,0,0,0,0,0,0,7
13303,negative,1,1,0,0,0,0,0,1,7
13309,positive,5,0,0,1,0,0,0,0,7
13312,positive,5,1,1,1,1,1,1,0,7
13315,positive,4,1,0,1,0,0,0,0,7
13325,negative,1,1,0,0,0,0,0,0,7
13372,negative,1,1,0,0,0,1,1,0,7
13441,positive,4,0,0,1,0,0,0,0,7
13460,positive,5,0,0,1,0,0,0,0,7
13461,positive,5,0,0,1,0,0,0,0,7
13494,positive,5,0,1,1,1,1,0,0,7
13513,positive,5,0,0,0,0,0,0,0,7
13543,positive,4,1,0,1,0,1,0,1,7
13551,negative,1,1,0,0,0,0,0,0,7
13566,positive,5,1,1,1,0,0,1,0,7
13568,positive,5,1,1,1,1,1,1,1,7
13573,positive,5,1,1,0,1,0,1,0,7
13590,positive,5,1,1,1,0,0,0,0,7
13606,positive,4,1,0,1,0,0,1,0,7
13614,positive,5,1,0,1,0,0,0,0,7
13620,positive,5,0,0,1,0,0,0,0,7
13628,positive,5,0,0,1,0,0,1,0,7
13641,positive,5,1,0,1,0,0,0,0,7
13651,positive,5,0,0,1,1,0,0,0,7
13771,positive,5,1,1,1,1,1,0,0,7
13809,positive,4,1,1,1,1,0,0,0,7
13813,neutral,3,0,0,1,0,0,0,0,7
13827,positive,4,1,1,1,1,0,0,0,7
13834,negative,1,1,0,0,0,0,0,0,7
13860,positive,5,1,1,1,1,1,0,0,7
13907,negative,1,1,0,0,0,0,0,0,7
13972,positive,5,1,1,1,1,1,0,0,7
14040,positive,5,0,0,0,0,0,0,0,7
14056,positive,5,1,1,1,1,1,1,0,7
14101,neutral,1,0,0,0,0,0,0,0,7
14128,negative,2,0,0,0,0,0,0,0,7
14167,positive,4,0,0,1,0,0,0,0,7
14175,positive,4,1,1,1,1,0,1,0,7
14176,negative,1,1,0,0,0,0,0,0,7
14222,positive,4,0,0,1,1,1,0,0,7
14233,positive,5,0,0,0,0,0,0,0,7
14255,neutral,3,0,0,0,1,1,0,0,7
14285,positive,3,1,0,1,1,0,0,0,7
14293,neutral,3,1,1,1,1,1,0,0,7
14308,positive,5,1,1,1,1,1,0,0,7
14316,neutral,3,1,0,0,0,0,0,0,7
14324,positive,5,1,1,1,1,1,0,0,7
14441,positive,5,0,0,1,0,0,0,0,7
14448,positive,4,1,1,1,1,1,1,1,7
14451,neutral,3,0,0,1,1,1,1,0,7
14576,negative,1,1,0,0,0,1,0,0,7
14594,positive,5,0,0,0,0,0,0,0,7
14692,positive,5,0,0,1,1,0,1,0,7
14700,positive,5,0,0,0,0,0,0,0,7
14714,neutral,1,0,0,0,0,0,0,0,7
14774,positive,4,0,1,1,1,0,1,0,7
14813,negative,2,0,1,1,0,0,1,0,7
14822,positive,4,1,1,1,0,0,1,0,7
14864,positive,4,1,0,1,0,1,1,1,7
14900,positive,5,1,1,1,1,1,0,0,7
14946,positive,4,1,0,0,1,1,1,0,7
14957,positive,4,1,0,1,1,1,1,0,7
15033,positive,5,1,0,0,0,0,0,0,7
15045,positive,4,1,1,1,0,0,1,0,7
15083,positive,5,1,0,0,0,0,0,0,7
15087,positive,4,1,0,0,0,0,0,0,7
15104,positive,4,1,0,1,0,0,0,0,7
15140,positive,5,1,1,1,1,1,0,0,7
15163,positive,4,1,0,1,0,1,1,0,7
15205,positive,5,1,0,1,1,1,0,0,7
15206,positive,4,0,1,1,1,1,1,1,7
15234,positive,5,1,0,0,0,0,0,0,7
15260,positive,4,1,1,1,0,0,1,0,7
15263,positive,5,1,0,1,0,0,1,0,7
15266,positive,5,1,0,0,0,0,0,0,7
15284,negative,2,1,0,0,0,0,0,0,7
15345,positive,5,1,0,1,1,1,1,1,7
15375,positive,5,1,1,1,1,1,1,1,7
15400,positive,5,1,1,1,1,1,1,0,7
15407,positive,4,1,0,0,0,0,0,0,7
15437,positive,4,0,1,1,0,0,1,0,7
15461,positive,4,1,1,0,0,0,0,1,7
15479,negative,1,0,0,1,0,0,1,0,7
15481,positive,4,0,1,1,1,0,1,0,7
15495,positive,5,0,1,1,1,1,1,0,7
15554,positive,5,0,1,0,1,0,0,0,7
15589,positive,5,1,1,1,1,0,0,0,7
15611,neutral,3,1,0,1,0,0,1,1,7
15641,positive,4,1,1,0,0,0,1,0,7
15715,positive,4,0,0,0,0,0,1,0,7
15735,positive,5,1,0,1,1,1,1,0,7
15737,positive,5,1,1,1,0,0,1,0,7
15740,positive,4,1,0,1,0,0,0,0,7
15744,neutral,3,1,0,0,0,0,0,0,7
15748,positive,5,1,1,0,0,0,1,0,7
15775,negative,1,1,0,0,0,0,0,0,7
15821,positive,4,1,1,1,1,1,1,0,7
15825,positive,4,1,1,0,1,1,1,0,7
15829,positive,5,1,0,0,0,0,0,0,7
15841,positive,5,0,0,1,0,0,0,0,7
15897,positive,5,1,1,1,1,0,0,0,7
15969,positive,5,1,0,0,0,0,0,0,7
15973,positive,5,1,0,0,0,0,0,1,7
16026,positive,4,1,1,1,1,1,0,0,7
16090,positive,5,0,0,0,1,1,0,0,7
16120,negative,2,0,0,1,0,0,0,0,7
16131,neutral,3,0,0,1,1,1,0,1,7
